Year	ID_mesh	ID_tipologia	Categoria	Nome	Deforestation	Reforestation	Growth_Urban	Growth_Mining	Growth_Pasture	Growth_Agriculture	Forest	NonForest	Water	Others	Urban	Mining	Pasture	Agriculture	0	3	4	6	11	12	15	24	30	33	41
2017	13	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	13	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	13	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	13	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	13	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	13	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	14	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	16.8831	0.5715	0	0	0	0	0	0	NA	16.8831	NA	0.5715	NA	NA	NA	NA	NA	NA	NA
2014	14	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8831	0.5715	0	0	0	0	0	0	NA	16.8831	NA	0.5715	NA	NA	NA	NA	NA	NA	NA
2015	14	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8831	0.5715	0	0	0	0	0	0	NA	16.8831	NA	0.5715	NA	NA	NA	NA	NA	NA	NA
2016	14	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8831	0.5715	0	0	0	0	0	0	NA	16.8831	NA	0.5715	NA	NA	NA	NA	NA	NA	NA
2017	14	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8831	0.5715	0	0	0	0	0	0	NA	16.8831	NA	0.5715	NA	NA	NA	NA	NA	NA	NA
2018	14	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8831	0.5715	0	0	0	0	0	0	NA	16.8831	NA	0.5715	NA	NA	NA	NA	NA	NA	NA
2019	14	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8831	0.5715	0	0	0	0	0	0	NA	16.8831	NA	0.5715	NA	NA	NA	NA	NA	NA	NA
2020	14	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8831	0.5715	0	0	0	0	0	0	NA	16.8831	NA	0.5715	NA	NA	NA	NA	NA	NA	NA
2021	14	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8831	0.5715	0	0	0	0	0	0	NA	16.8831	NA	0.5715	NA	NA	NA	NA	NA	NA	NA
2022	14	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8831	0.5715	0	0	0	0	0	0	NA	16.8831	NA	0.5715	NA	NA	NA	NA	NA	NA	NA
2013	15	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	1.4202	0.0918	0	0	0	0	0	0	NA	1.4202	NA	0.0918	NA	NA	NA	NA	NA	NA	NA
2014	15	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	1.4202	0.0918	0	0	0	0	0	0	NA	1.4202	NA	0.0918	NA	NA	NA	NA	NA	NA	NA
2015	15	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	1.4202	0.0918	0	0	0	0	0	0	NA	1.4202	NA	0.0918	NA	NA	NA	NA	NA	NA	NA
2016	15	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	1.4202	0.0918	0	0	0	0	0	0	NA	1.4202	NA	0.0918	NA	NA	NA	NA	NA	NA	NA
2017	15	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	1.4202	0.0918	0	0	0	0	0	0	NA	1.4202	NA	0.0918	NA	NA	NA	NA	NA	NA	NA
2018	15	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	1.4202	0.0918	0	0	0	0	0	0	NA	1.4202	NA	0.0918	NA	NA	NA	NA	NA	NA	NA
2019	15	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	1.4202	0.0918	0	0	0	0	0	0	NA	1.4202	NA	0.0918	NA	NA	NA	NA	NA	NA	NA
2020	15	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	1.4202	0.0918	0	0	0	0	0	0	NA	1.4202	NA	0.0918	NA	NA	NA	NA	NA	NA	NA
2021	15	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	1.4202	0.0918	0	0	0	0	0	0	NA	1.4202	NA	0.0918	NA	NA	NA	NA	NA	NA	NA
2022	15	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	1.4202	0.0918	0	0	0	0	0	0	NA	1.4202	NA	0.0918	NA	NA	NA	NA	NA	NA	NA
2013	16	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	0.0036	0	0	0	0	0	0	0	NA	0.0036	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	16	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	NA	0.0036	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	16	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	NA	0.0036	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	16	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	NA	0.0036	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	16	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	NA	0.0036	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	16	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	NA	0.0036	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	16	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	NA	0.0036	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	16	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	NA	0.0036	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	16	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	NA	0.0036	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	16	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	NA	0.0036	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	17	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	5.2866	0.0729	0	0	0	0	0	0	NA	5.2866	NA	0.0729	NA	NA	NA	NA	NA	NA	NA
2014	17	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	5.2866	0.0729	0	0	0	0	0	0	NA	5.2866	NA	0.0729	NA	NA	NA	NA	NA	NA	NA
2015	17	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	5.2866	0.0729	0	0	0	0	0	0	NA	5.2866	NA	0.0729	NA	NA	NA	NA	NA	NA	NA
2016	17	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	5.2866	0.0729	0	0	0	0	0	0	NA	5.2866	NA	0.0729	NA	NA	NA	NA	NA	NA	NA
2017	17	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	5.2866	0.0729	0	0	0	0	0	0	NA	5.2866	NA	0.0729	NA	NA	NA	NA	NA	NA	NA
2018	17	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	5.2866	0.0729	0	0	0	0	0	0	NA	5.2866	NA	0.0729	NA	NA	NA	NA	NA	NA	NA
2019	17	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	5.2866	0.0729	0	0	0	0	0	0	NA	5.2866	NA	0.0729	NA	NA	NA	NA	NA	NA	NA
2020	17	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00269999999999992	0	0	0	0.0045	0	5.2839	0.0756	0	0	0	0	0.0045	0	NA	5.2839	NA	0.0711	NA	NA	0.0045	NA	NA	NA	NA
2021	17	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	5.2839	0.0756	0	0	0	0	0.0045	0	NA	5.2839	NA	0.0711	NA	NA	0.0045	NA	NA	NA	NA
2022	17	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00450000000000017	0	0	0	0.0054	0	5.2794	0.0801	0	0	0	0	0.0099	0	NA	5.2794	NA	0.0702	NA	NA	0.0099	NA	NA	NA	NA
2013	18	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	16.8723	0.1305	0	0	0	0	0	0	NA	16.8723	NA	0.1305	NA	NA	NA	NA	NA	NA	NA
2014	18	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8723	0.1305	0	0	0	0	0	0	NA	16.8723	NA	0.1305	NA	NA	NA	NA	NA	NA	NA
2015	18	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8723	0.1305	0	0	0	0	0	0	NA	16.8723	NA	0.1305	NA	NA	NA	NA	NA	NA	NA
2016	18	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8723	0.1305	0	0	0	0	0	0	NA	16.8723	NA	0.1305	NA	NA	NA	NA	NA	NA	NA
2017	18	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8723	0.1305	0	0	0	0	0	0	NA	16.8723	NA	0.1305	NA	NA	NA	NA	NA	NA	NA
2018	18	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8723	0.1305	0	0	0	0	0	0	NA	16.8723	NA	0.1305	NA	NA	NA	NA	NA	NA	NA
2019	18	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.8723	0.1305	0	0	0	0	0	0	NA	16.8723	NA	0.1305	NA	NA	NA	NA	NA	NA	NA
2020	18	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0152999999999999	0	0	0	0.0153	0	16.857	0.1458	0	0	0	0	0.0153	0	NA	16.857	NA	0.1305	NA	NA	0.0153	NA	NA	NA	NA
2021	18	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00720000000000098	0	0	0	0.0072	0	16.8498	0.153	0	0	0	0	0.0225	0	NA	16.8498	NA	0.1305	NA	NA	0.0225	NA	NA	NA	NA
2022	18	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0107999999999997	0	0	0	0.0117	0	16.839	0.1638	0	0	0	0	0.0342	0	NA	16.839	NA	0.1296	NA	NA	0.0342	NA	NA	NA	NA
2013	19	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	19	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	19	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	19	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	19	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	19	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	19	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	19	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	19	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	19	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	20	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	16.6725	0	0	0	0	0	0	0	NA	16.6725	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	20	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.6725	0	0	0	0	0	0	0	NA	16.6725	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	20	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.6725	0	0	0	0	0	0	0	NA	16.6725	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	20	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.6725	0	0	0	0	0	0	0	NA	16.6725	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	20	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.6725	0	0	0	0	0	0	0	NA	16.6725	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	20	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.6725	0	0	0	0	0	0	0	NA	16.6725	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	20	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.6725	0	0	0	0	0	0	0	NA	16.6725	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	20	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.6725	0	0	0	0	0	0	0	NA	16.6725	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	20	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.6725	0	0	0	0	0	0	0	NA	16.6725	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	20	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	16.6725	0	0	0	0	0	0	0	NA	16.6725	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	21	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	12.4299	0	0	0	0	0	0	0	NA	12.4299	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	21	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	12.4299	0	0	0	0	0	0	0	NA	12.4299	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	21	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	12.4299	0	0	0	0	0	0	0	NA	12.4299	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	21	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	12.4299	0	0	0	0	0	0	0	NA	12.4299	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	21	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	12.4299	0	0	0	0	0	0	0	NA	12.4299	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	21	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00450000000000017	0	0	0	0.0045	0	12.4254	0.0045	0	0	0	0	0.0045	0	NA	12.4254	NA	NA	NA	NA	0.0045	NA	NA	NA	NA
2019	21	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00179999999999936	0	0	0	0.0018	0	12.4236	0.0063	0	0	0	0	0.0063	0	NA	12.4236	NA	NA	NA	NA	0.0063	NA	NA	NA	NA
2020	21	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00270000000000081	0	0	0	0.0027	0	12.4209	0.009	0	0	0	0	0.009	0	NA	12.4209	NA	NA	NA	NA	0.009	NA	NA	NA	NA
2021	21	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0387000000000004	0	0	0	0.0387	0	12.3822	0.0477	0	0	0	0	0.0477	0	NA	12.3822	NA	NA	NA	NA	0.0477	NA	NA	NA	NA
2022	21	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0233999999999988	0	0	0	0.0234	0	12.3588	0.0711	0	0	0	0	0.0711	0	NA	12.3588	NA	NA	NA	NA	0.0711	NA	NA	NA	NA
2013	22	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	23.9274	0	0	0	0	0	0	0	NA	23.9274	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	22	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	23.9274	0	0	0	0	0	0	0	NA	23.9274	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	22	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	23.9274	0	0	0	0	0	0	0	NA	23.9274	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	22	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	23.9274	0	0	0	0	0	0	0	NA	23.9274	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	22	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	23.9274	0	0	0	0	0	0	0	NA	23.9274	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	22	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	23.9274	0	0	0	0	0	0	0	NA	23.9274	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	22	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	23.9274	0	0	0	0	0	0	0	NA	23.9274	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	22	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	23.9274	0	0	0	0	0	0	0	NA	23.9274	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	22	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	23.9274	0	0	0	0	0	0	0	NA	23.9274	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	22	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	23.9274	0	0	0	0	0	0	0	NA	23.9274	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	23	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	23	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	23	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	23	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	23	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	23	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	23	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	23	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	23	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	23	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	24	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	24	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	24	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	24	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	24	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	24	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	24	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020	24	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	24	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	24	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013	25	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2014	25	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2015	25	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	25	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	25	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018	25	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	25	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0	NA	25.1001	NA	NA	NA	NA	NA	NA	NA	NA	NA
